record_id,uav_name,country_of_origin,country_iso3,manufacturer,family,domain,category,airframe_type,status,introduced_year,retired_year,description_short,verification_status,confidence_score,origin_confidence,participating_countries,production_country,aliases,source_count,sources,photo_path,photo_source_page,photo_license,photo_identity_status,created_at,updated_at
UAV-E60F86F63DAE,DJI Inspire 3,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,Inspire 3 | T740,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-279BBF7B0B98,DJI MAVIC 3 Classic,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,L2C | Mavic 3 Classic,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-ABC2B0066B0F,DJI Matrice 350 RTK,China,CHN,DJI,,Dual-use,Enterprise multirotor,Multirotor,Not specified,,,Inspection / mapping / emergency response,Probable,0.67,Medium,,,Matrice 350 | Matrice 350 RTK,3,"Curated UAV Seed 2026,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-03928F0B790D,DJI Matrice 400,China,CHN,DJI,,Dual-use,Enterprise multirotor,Multirotor,Not specified,,,Operations: Open / Standard,Verified,1.0,High,,,Matrice 400,5,"Curated UAV Seed 2026,EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-801F5538D561,DJI Matrice 4E,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,M4E | Matrice 4E,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-CDFE02C7C465,DJI Matrice 4T,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,M4T | Matrice 4T,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-6D2808925AFD,DJI Mavic 3 Pro,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,L2S | Mavic 3 Pro,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-3229B7E31701,DJI Mavic 3 Pro Cine,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,L2E | Mavic 3 Pro Cine,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-789580914BC1,DJI Mavic 4 Pro,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,L3A | L3B | Mavic 4 Pro,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-D377C2F1FBED,DJI Mini 2 SE,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,mini-2 | Mini 2 SE | MT2SD | MT2SDCE,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-2276FC3A35FC,DJI Mini 3,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,Mini 3 | MT3PD | MT3PDCE,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-4655BBFE1B9C,DJI Mini 5 Pro,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,mini-5 | Mini 5 Pro | MT5MFND | MT5MFNDB | MT5MFNDC,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-DB521FA9FAFD,DJI Neo,China,CHN,DJI,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Verified,1.0,High,,,DN1A0626 | Neo,4,"EASA Drones for EU Operations,OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-240EAF9B7DD8,FPV,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI FPV,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-58C735BA2624,Flame Wheel F330,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Flame Wheel F330 | f330,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-7F9CB69166D5,Flame Wheel F450,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Flame Wheel F450 | f450,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-B94458C90C22,Flame Wheel F550,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Flame Wheel F550 | f550,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-F84042779E59,FlyCart 100 Ultimate,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI FlyCart 100 Ultimate,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-646247ECF81F,Inspire,China,CHN,DJI,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 305.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-ED9993670390,Inspire 1,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Inspire 1,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-88A450BFE04C,Inspire 1 Pro,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Inspire 1 Pro,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-39B7B995C2F3,Inspire 1 Raw,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Inspire 1 Raw,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-30B603083FED,Inspire 2,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Inspire 2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-B65D5828A6F1,Matrice 100,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 100,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-7844C2248776,Matrice 200,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 200,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-8EB67B463C0E,Matrice 200 V2,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 200 V2 | v2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-51CBFA6F4B07,Matrice 210,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,Rotary-wing,Listed in OpenDroneList,,,Databook systems specification page 305.,Verified,0.9,High,,,DJI Matrice 210,4,"OpenDroneList,Bard Drone Databook 2019,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-4E3CC254A0AF,Matrice 210 RTK,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 210 RTK,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-9D22B618484A,Matrice 210 RTK V2,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 210 RTK V2 | v2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-DFFB2247B167,Matrice 210 V2,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 210 V2 | v2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-CFE071A57EB3,Matrice 30,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 30,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-ED54B955280F,Matrice 300 RTK,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 300 RTK,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-680F8BA92BE3,Matrice 30T,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 30T,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-6CE53F35505D,Matrice 600,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 600,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-49F82E86B55B,Matrice 600 Pro,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Matrice 600 Pro,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-BBA318BBB39B,Mavic,China,CHN,DJI,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 305.,Verified,0.9,High,,,DJI Mavic Air,4,"OpenDroneList,Bard Drone Databook 2019,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-5640FA5E64E7,Mavic 2 Enterprise,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 2 Enterprise,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-4FA8E734CB80,Mavic 2 Enterprise Advanced,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 2 Enterprise Advanced,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-E69FE3043436,Mavic 2 Enterprise Dual,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 2 Enterprise Dual,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-B3ABC8FDA762,Mavic 2 Pro,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 2 Pro,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-4E8A21A25A7E,Mavic 2 Zoom,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 2 Zoom,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-CB174CE425A5,Mavic 3,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 3,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-88E6FF949394,Mavic 3 3E,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 3 3E,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-818D7582B68C,Mavic 3 3M,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 3 3M,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-CD42D555D3BB,Mavic 3 3T,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 3 3T,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-6002FFBDF6DD,Mavic 3 Cine,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic 3 Cine,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-E6C8E6673300,Mavic Air 2,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,air-2 | DJI Mavic Air 2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-8E4481AAC75A,Mavic Mini,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic Mini,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-F88296E43318,Mavic Pro,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic Pro,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-0799E483E893,Mavic Pro Platinum,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mavic Pro Platinum,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-B95A493A456C,Mini 2,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mini 2 | mini-2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-C83D7BF6BB8A,Mini 3 Pro,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mini 3 Pro | mini-3,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-8E968C9EE576,Mini 4 Pro,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Mini 4 Pro | mini-4,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-D969E7E0B057,Phantom,China,CHN,DJI,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 305.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-057FB7A29280,Phantom 1,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Phantom 1,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-E97E698229F1,Phantom 2,China,CHN,DJI,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,DJI Phantom 2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
